amount,venue,address,city,state,zip,type
" $123,507 ",Pacific Resident Theatre Ensemble - SVOG,703 Venice Blvd ,Venice,CA,90291,Live performing arts organization operator
" $1,197,328 ","The Townhouse Cocktails, LLC - SVOG",52 Windward Ave. ,Venice,CA,90291,Live venue operator or promoter
" $201,631 ",Andy Randy LLC - SVOG,1559 Spinnaker Drive #205A ,Ventura,CA,93001,Live performing arts organization operator
" $132,836 ","Burnon Inc., dba Rubicon Theatre Company - SVOG",1006 East Main Street ,Ventura,CA,93001,Theatrical producer
" $31,125 ","Namba Performing Arts Space, Inc. - SVOG",47 S Oak St ,Ventura,CA,93001,Live performing arts organization operator
" $772,672 ",Robert Louis Antonini - SVOG,26 S. Chestnut St. ,Ventura,CA,93001,Live venue operator or promoter
" $217,939 ",SURF RODEO LLC - SVOG,205 N GARDEN STREET,Ventura,CA,93001,Live performing arts organization operator
" $46,739 ",Two Trees Escape - SVOG,"2855 Johnson Dr, Ste D ",Ventura,CA,93003,Theatrical producer
" $46,940 ","California Route66 Museum, Inc - SVOG",16825 S D St,Victorville,CA,92395,Museum Operator
" $15,072 ",USA Rotana LLC - SVOG,18651 Cerro villa drive ,Villa Park,CA,92861,Live venue operator or promoter
" $149,970 ",Perico Productions - SVOG,4924 W. Leighson ,Visalia,CA,93291,Talent representative
" $77,123 ",Sequoia Symphony Orchestra - SVOG,208 W Main St Suite D,Visalia,CA,93291,Live performing arts organization operator
" $172,101 ",Visalian Friends of the Fox Theatre - SVOG,308 W Main St ,Visalia,CA,93291,Live venue operator or promoter
" $1,251,754 ",City of Vista - SVOG,200 Civic Center Drive ,Vista,CA,92084,Live venue operator or promoter
" $26,224 ","California Symphony Orchestra, Inc. - SVOG",100 Pringle Ave Suite 540,Walnut Creek,CA,94596,Live performing arts organization operator
" $1,371,025 ",City of Walnut Creek's Lesher Center for the Arts - SVOG,1601 Civic Drive ,Walnut Creek,CA,94596,Live performing arts organization operator
" $251,048 ",Napa Valley Festival Association - SVOG,"1350 Treat Blvd, Suite 400 ",Walnut Creek,CA,94597,Live performing arts organization operator
" $35,774 ","P. Parsons Company, Inc - SVOG",35 Quail Ct 102,Walnut Creek,CA,94596,Talent representative
" $6,290 ",The Festival Opera Association Inc. - SVOG,1630 North Main St. #61,Walnut Creek,CA,94596,Theatrical producer
" $1,353,387 ","Green Valley Cinemas, LLC - SVOG",1125 South Green Valley Road ,Watsonville,CA,93950,Motion picture theater operator
" $90,200 ",Trinity River Partners LLC - SVOG,PO Box1405 586 Main Street,Weaverville,CA,96093,Motion picture theater operator
" $60,855 ","Huck Finn Jubilee, Inc. - SVOG",2043 E Olin Place ,West Covina,CA,91791,Live venue operator or promoter
" $124,190 ","California Dance Classics, Inc. - SVOG",23518 Baltar Street,West Hills,CA,91304,Live performing arts organization operator
" $206,095 ",Golden Performing Arts Center - SVOG,23233 Saticoy Street #107 ,West Hills,CA,91304,Theatrical producer
" $241,998 ",True Vision Media Group LLC - SVOG,23130 Sherman place ,West Hills,CA,91307,Theatrical producer
" $4,790,237 ",Ace Operating LLC - SVOG,818 N Doheny Dr 401,West Hollywood,CA,90069,Live venue operator or promoter
" $2,597,125 ",ACTIVIST ARTISTS MANAGEMENT LLC - SVOG,8500 MELROSE AVENUE STE 200,West Hollywood,CA,90069,Talent representative
" $220,719 ",AKT Agency Inc. - SVOG,1233 N. Laurel Ave. #104,West Hollywood,CA,90046,Talent representative
" $99,695 ","Chris Isaacson Presents, LLC. - SVOG",8272 Santa Monica Blvd,West Hollywood,CA,90046,Live venue operator or promoter
" $57,510 ",Comedy Madness Promotions - SVOG,1025 N Kings Rd 106,West Hollywood,CA,90069,Live venue operator or promoter
" $55,452 ",CYRUS TALENT MANAGEMENT INC - SVOG,8033 Sunset Blvd #3900,West Hollywood,CA,90046,Talent representative
" $3,911,666 ",Direct Management Group - SVOG,8332 MELROSE AVE Top Fl ,West Hollywood,CA,90069,Talent representative
" $447,000 ","Electra Star Management, LLC - SVOG",9229 West Sunset Drive #415 ,West Hollywood,CA,90069,Talent representative
" $52,647 ",Gay Men's Chorus of Los Angeles - SVOG,8380 Santa Monica Blvd. Suite 206,West Hollywood,CA,90069,Live performing arts organization operator
" $8,646 ",Helix Collective - SVOG,7545 HAMPTON AVE #207,West Hollywood,CA,90046,Live performing arts organization operator
" $140,953 ",Hwood Media LLC - SVOG,9229 Sunset Blvd Ste 900 ,West Hollywood,CA,90069,Talent representative
" $730,820 ",Jeff Kramer DBA OK Management - SVOG,515 North Robertson ,West Hollywood,CA,90048,Talent representative
" $204,416 ","MAXX ENTERTAINMENT, LTD - SVOG",7734 Santa Monica Blvd,West Hollywood,CA,90046,Motion picture theater operator
" $241,991 ","New Community Management, LLC - SVOG","1460, N Sweetzer Ave. ",West Hollywood,CA,90069,Talent representative
" $1,889,588 ","ORGANICA MEDIA GROUP, LLC - SVOG",9229 W SUNSET BLVD STE 415,West Hollywood,CA,90069,Live venue operator or promoter
" $10,000,000 ",Silver Cinemas Acquisition Co - SVOG,700 N San Vicente Blvd Suite G460,West Hollywood,CA,90069,Motion picture theater operator
" $1,594,725 ","Troubadour Enterprises,Inc - SVOG",9081 Santa Monica Blvd ,West Hollywood,CA,90069,Live venue operator or promoter
" $1,176,711 ",WAGG INC - SVOG,8901 W SUNSET BLVD,West Hollywood,CA,90069,Live venue operator or promoter
" $89,899 ",Westlake Events - SVOG,32187 Sailview Ln. ,Westlake Village,CA,91361,Live venue operator or promoter
" $107,358 ","Coffey Black, Inc - SVOG",10106 Mills Ave ,Whittier,Ca,90604,Talent representative
" $227,894 ","Orange Glow, LLC - SVOG",23903 Dohery Circle ,Wildomar,CA,92595,Live performing arts organization operator
" $5,218,905 ","Tristone Cinema Group, LLC - SVOG",23905 Clinton Keith Rd. #114-521 ,Wildomar,CA,92595,Motion picture theater operator
" $235,850 ",Jeffrey & Lois A Hoover (dba Noyo Theatre) - SVOG,57 E Commercial St ,Willits,CA,95490,Motion picture theater operator
" $42,682 ",WILLITS COMMUNITY THEATRE INC - SVOG,37 W VAN LN ,Willits,CA,95490,Live performing arts organization operator
" $43,545 ",Reel Cinema LLC. - SVOG,6742 Wofford Heights Blvd,Wofford Heights,CA,93285,Motion picture theater operator
" $72,465 ","Shabang Music Productions, LLC - SVOG",37874 County Road 28 ,Woodland,CA,95695,Live venue operator or promoter
" $275,443 ","WOODLAND OPERA HOUSE, INC - SVOG",PO BOX 1425 ,Woodland,CA,95776,Live venue operator or promoter
" $94,170 ",Lao Tizer Music Inc - SVOG,21911 Dumetz Road ,Woodland Hills,CA,91364,Talent representative
" $183,542 ",MMC ENTERTAINMENT INC - SVOG,5328 Alhama Drive ,Woodland Hills,CA,91364,Talent representative
" $297,527 ",Mountain Resort Theatres LLC - SVOG,5313 Quakertown Ave ,Woodland Hills,CA,91364,Motion picture theater operator
" $94,747 ",Olasumbo Kuti DBA OAK Management Group - SVOG,6320 Canoga Avenue Suite 1500,Woodland Hills,CA,91367,Talent representative
" $202,482 ","Pacific Groove, Inc. - SVOG",6201 VALLEY CIRCLE BLVD UNIT 5 ,Woodland Hills,CA,91367,Talent representative
" $357,121 ",RIP Productions LLC - SVOG,21781 Ventura Blvd 97A,Woodland Hills,CA,91364,Theatrical producer
" $114,999 ",RUSKIN GROUP THEATRE COMPANY - SVOG,20750 VENTURA BLVD SUITE 204,Woodland Hills,CA,91364,Live performing arts organization operator
" $308,072 ","SB STAR PRODUCTION, INC. - SVOG",21731 VENTURA BLVD. 300,Woodland Hills,CA,91364,Talent representative
" $1,590,358 ",Tailfeather Events Inc - SVOG,23104 Hatteras St ,Woodland Hills,CA,91367,Live venue operator or promoter
" $82,449 ",Valley Cultural Center - SVOG,21600 Oxnard St Ste 128 ,Woodland Hills,CA,91367,Live performing arts organization operator
" $475,930 ",Wondaland Management - SVOG,21731 Ventura Blvd Suite 300,Woodland Hills,CA,91364,Talent representative
" $17,462 ",Woodland Hills Community Theatre - SVOG,5082 Llano Drive ,Woodland Hills,CA,91364,Live performing arts organization operator
" $1,477,327 ","Actors Theater Series, Inc. - SVOG",22601 La Palma Avenue Suite 105 ,Yorba Linda,CA,92887,Theatrical producer
" $186,176 ",Cath Co Inc dba McCoy Rigby Entertainment - SVOG,22601 La Palma Ave Suite 105 ,Yorba Linda,CA,92887,Live performing arts organization operator
" $30,768 ",Dream Addix - SVOG,5305 Brentwood Pl ,Yorba Linda,CA,92887,Theatrical producer
" $430,744 ",Friends of Lincoln Theater - SVOG,PO Box 2675 ,Yountville,CA,94599,Live venue operator or promoter
" $24,447 ",Socialite Fiasco Music LLC - SVOG,6721B Yount Street,Yountville,CA,94599,Talent representative
" $202,365 ",City of Yucaipa - SVOG,34272 Yucaipa Blvd ,Yucaipa,CA,92399,Live venue operator or promoter
" $56,588 ",Ovation Entertainment Group inc - SVOG,34428 YUCAIPA BLVD E146 ,Yucaipa,CA,92399,Theatrical producer
" $474,235 ","Murphy Theaters, LLC - SVOG",P.O. Box 1199 ,Alamosa,CO,81101,Motion picture theater operator
" $1,265,829 ",Arvada Center for the Arts and Humanities - SVOG,6901 Wadsworth Boulevard ,Arvada,CO,80003,Live performing arts organization operator
" $52,298 ",Boogie Machine Inc - SVOG,10965 W. 66th Ave. 10965 W. 66th Ave.,Arvada,CO,80004,Talent representative
" $266,846 ","Bar West Group, LLC - SVOG",426 E Hyman Ave,Aspen,CO,81611,Live venue operator or promoter
" $3,524,354 ","Belly Up Aspen, LLC - SVOG",450 South Galena ,Aspen,CO,81611,Live venue operator or promoter
" $305,356 ","Independent Films, Inc. - SVOG",110 East Hallam Street Suite 103,Aspen,CO,81611,Motion picture theater operator
" $63,441 ",Mountain Groove Productions inc - SVOG,659 medicine bow ,Aspen,CO,81611,Live venue operator or promoter
" $2,082,954 ","Music Associates of Aspen, Inc. - SVOG",225 Music School Road ,Aspen,CO,81611,Live performing arts organization operator
" $375,709 ",Theatre Aspen - SVOG,110 E Hallam St Suite 126,Aspen,CO,81611,Live performing arts organization operator
" $415,078 ","Ascend Performing Arts, Inc - SVOG","3538 Peoria Street, Suite 500 ",Aurora,CO,80010,Live performing arts organization operator
" $365,503 ",Crowdsurf Concerts LLC - SVOG,21972 E Ridge Trail Cir ,Aurora,CO,80016,Live performing arts organization operator
" $37,002 ",Derrek Jensen - SVOG,11575 East 13th Avenue #17,Aurora,CO,80010,Live performing arts organization operator
" $84,000 ","Elan Schwartz/Bands 4 Bands Entertainment, - SVOG",23693 E Mississippi Cir,Aurora,CO,80018,Live venue operator or promoter
" $1,111,556 ",Stampede Events and Entertainment - SVOG,2430 S. Havana St ,Aurora,CO,80014,Live venue operator or promoter
" $115,961 ",The Aurora Fox Arts Center - SVOG,9900 E Colfax Ave ,Aurora,CO,80010,Live performing arts organization operator
" $145,825 ","Vintage Theatre Productions, Inc. - SVOG",1468 Dayton Street,Aurora,CO,80010,Theatrical producer
" $438,905 ",FragmentNine LLC - SVOG,59 Timber Rd ,Black Hawk,CO,80422,Live performing arts organization operator
" $276,265 ",Adventure Fit Inc - SVOG,1891 Oak Ave ,Boulder,CO,80304,Live venue operator or promoter
" $1,732,082 ",Bolles Limited - SVOG,5501 Arapahoe Ave,Boulder,CO,80303,Live performing arts organization operator
" $148,725 ",Boulder Ensemble Theatre Company - SVOG,2590 Walnut Street Suite 1,Boulder,CO,80302,Live performing arts organization operator
" $119,822 ",Boulder History Museum dba Museum of Boulder - SVOG,2205 BROADWAY ,Boulder,CO,80302,Museum Operator
" $14,668 ",Boulder Opera - SVOG,2015 Grape Ave ,Boulder,CO,80304,Live performing arts organization operator
" $156,960 ",Boulder Philharmonic Orchestra - SVOG,1600 Range Street Suite 200,Boulder,CO,80301,Live performing arts organization operator
" $29,416 ",Boulder Symphony INC - SVOG,1495 Canyon Blvd #34,Boulder,CO,80302,Live performing arts organization operator
" $1,734,305 ",Colorado Chautauqua Association - SVOG,900 Baseline Road ,Boulder,CO,80302,Museum Operator
" $16,904 ",Colorado Events - SVOG,2525 Arapahoe Ave E4-720,Boulder,CO,80202,Live venue operator or promoter
" $187,831 ",Colorrado MusicFestival and Center for Musical Arts - SVOG,900 Baseline Road Cottage 200,Boulder,CO,80302,Live performing arts organization operator
" $605,209 ",Dairy Center for the Arts - SVOG,2590 Walnut St. ,Boulder,CO,80302,Live performing arts organization operator
" $235,005 ",Etown - SVOG,1535 Spruce Street ,Boulder,CO,80302,Live venue operator or promoter
" $136,376 ","FDGD, LLC - SVOG",3875 ARBOL CT ,Boulder,CO,80301,Live performing arts organization operator
" $2,851 ",Local Theater Company - SVOG,1630 30th St Ste A 171 ,Boulder,CO,80301,Theatrical producer
" $1,812,478 ","Madison House, LLC - SVOG",1401 Walnut Street Ste 500 ,Boulder,CO,80302,Talent representative
" $158,958 ","Newson Management, LLC - SVOG",2425 Balsam ,Boulder,CO,80304,Talent representative
" $255,965 ",Rocky Ridge Music Center Foundation - SVOG,1128 Pine Street ,Boulder,CO,80302,Live venue operator or promoter
" $468,726 ","String Summit, LLC - SVOG",995 Utica Ave,Boulder,CO,80304,Live venue operator or promoter
" $150,660 ",The Blind Cafe LLC - SVOG,2401 Broadway ST. ,Boulder,CO,80304,Live performing arts organization operator
" $55,140 ",The Spark - SVOG,4847 Pearl Street B4,Boulder,CO,80301,Live performing arts organization operator
" $293,258 ",W.A.R.? - What Are Records? Ltd. - SVOG,2401 Broadway ,Boulder,CO,80304,Talent representative
" $4,270,028 ","Z2 Entertainment, LLC FKA T2 Entertainment, LLC - SVOG",2032 14th Street ,Boulder,CO,80302,Live venue operator or promoter
" $196,378 ",Backstage Theatre Inc - SVOG,PO Box 297 121 S Ridge Street,Breckenridge,co,80424,Live venue operator or promoter
" $191,211 ",BRECKENRIDGE CREATIVE ARTS - SVOG,150 W Adams Ave PO Box 4269,Breckenridge,CO,80424,Live performing arts organization operator
" $108,408 ",Mammoth Music Group LLC. - SVOG,317 Oak Ln ,Broomfield,CO,80020,Talent representative
" $593,170 ",Wagatail Productions LLC - SVOG,1020 Opal Street #202 ,Broomfield,CO,80020,Talent representative
" $61,545 ",Our Hometown Charitable Foundation - SVOG,446 4th Street ,Burlington,CO,80807,Motion picture theater operator
" $202,500 ",4 Mile Cinemas LLC - SVOG,127 Justice Center Road ,Canon City,CO,81212,Motion picture theater operator
" $74,895 ",Crystal Theatre LLLP - SVOG,251 Euclid Ave ,Carbondale,CO,81623,Motion picture theater operator
" $9,949 ","Roaring Fork Friends of the Theater, Inc. - SVOG",67 Promenade,Carbondale,CO,81623,Live performing arts organization operator
" $92,108 ","Spotlight Theater, LLC - SVOG",3853 Sky Hawk Ct ,Castle Rock,CO,80109,Live performing arts organization operator
" $226,491 ",Sullenco Investments LLC - SVOG,5745 S Pagosa Way,Centennial,CO,80015,Live venue operator or promoter
" $22,307 ",PeopleSources LLC - SVOG,5355 Monte Vista Dr ,Colorado City,CO,81019,Live venue operator or promoter
" $53,958 ",Academy of Community Theatrte - SVOG,481 Windchime Place ,Colorado Springs,CO,80919,Theatrical producer
" $420,756 ",BOURBON BROTHERS PRESENTS LLC - SVOG,1830 JET STREAM DR (CORPORATE ADDRESS) 13071 BASS PRO DRIVE (PHYSICAL ADDRESS),Colorado Springs,CO,80921,Live venue operator or promoter
" $816,287 ",Colorado College - SVOG,14 E Cache la Poudre St,Colorado Springs,CO,80903,Theatrical producer
" $272,128 ","Colorado Springs Event Center, LLC - SVOG",3960 Palmer Park Blvd ,Colorado Springs,CO,80909,Live venue operator or promoter
" $788,916 ",Colorado Springs Philharmonic Orchestra - SVOG,PO Box 1266 ,Colorado Springs,CO,80901,Live performing arts organization operator
" $2,407,815 ",Colorado Springs World Arena - SVOG,3185 VENETUCCI BOULEVARD ,Colorado Springs,CO,80906,Live venue operator or promoter
" $264,382 ","KSB,INC - SVOG",Kimball's Theaters 115 E Pikes Peak Ave,Colorado Springs,CO,80903,Motion picture theater operator
" $137,086 ",National Museum of World War II Aviation Inc. - SVOG,755 Aviation Way ,Colorado Springs,CO,80916,Museum Operator
" $9,167,178 ","Picture Show Entertainment, L.L.C. - SVOG",1032 N Wahsatch Ave,Colorado Springs,CO,80903,Motion picture theater operator
" $41,300 ","Red Herring Productions, Inc. - SVOG",829 Pleasant Street ,Colorado Springs,CO,80904,Live performing arts organization operator
" $395,700 ",Regents of the University of Colorado-University of Colorado Colorado - SVOG,1420 Austin Bluffs Parkway ,Colorado Springs,CO,80918,Live performing arts organization operator
" $320,109 ",Stargazers Theatre and Event Center LLC - SVOG,10 S. Parkside Drive ,Colorado Springs,CO,80910,Live venue operator or promoter
" $217,349 ",Sunshine Studios Live LLC - SVOG,3970 CLEARVIEW FRONTAGE RD #R,Colorado Springs,CO,80911,Live venue operator or promoter
" $93,807 ","Conifers StageDoor Theatre, Inc. - SVOG",PO Box 71 ,Conifer,CO,80433,Live performing arts organization operator
" $72,738 ",The Venue Theatre Company - SVOG,27132 Main Street Unit K-100,Conifer,CO,80433,Live performing arts organization operator
" $50,000 ",crested butte mountain theatre - SVOG,403 second Street PO Box 611,Crested Butte,CO,81224,Live performing arts organization operator
" $501,957 ",The Center for the Arts - SVOG,606 6th Street PO Box 1819,Crested Butte,CO,81224,Live performing arts organization operator
" $976,508 ","1037 Broadway, Inc. - SVOG",1037 Broadway St ,Denver,CO,80203,Live venue operator or promoter
" $287,200 ",3602 E Colfax Ave LLC - SVOG,3602 E Colfax Ave ,Denver,CO,80206,Live venue operator or promoter
" $1,383,973 ","7S Management, LLC - SVOG",753 Kalamath Street ,Denver,CO,80204,Talent representative
" $410,569 ","Adams Mystery Playhouse, Inc. - SVOG",2406 Federal Blvd. ,Denver,CO,80215,Live performing arts organization operator
" $116,164 ","Americas for the Arts, Inc - SVOG",430 west 9th avenue ,Denver,CO,80206,Live venue operator or promoter
" $23,841 ",Bark Projects LLC - SVOG,1470 Wolff St. #112,Denver,CO,80204,Talent representative
" $186,514 ",Belden Town Festival LLC - SVOG,2635 Welton St ,Denver,CO,80205,Live venue operator or promoter
" $999,384 ",Berkeley Highlands Productions LLC - SVOG,4335 W 44th Ave ,Denver,CO,80212,Live venue operator or promoter
" $587,673 ",Black Ink Presents - SVOG,553 Fox Street Apt B,Denver,CO,90015,Live venue operator or promoter
" $159,896 ",Bonfire Entertainment LLC. - SVOG,786 Majestic Circle ,Denver,CO,80487,Live venue operator or promoter
" $1,680,806 ",Bouboulina - SVOG,1082 Broadway St ,Denver,CO,80203,Live venue operator or promoter
" $51,892 ",Bug Performance and Media Art Center - SVOG,3654 Navajo Street ,Denver,CO,80211,Live venue operator or promoter
" $10,710 ",Centerlane Attractions - SVOG,3241 S HOLLY PL ,Denver,co,80222,Talent representative
" $1,603,591 ",Chain Lightning LLC - SVOG,1600 W. 33RD AVENUE,Denver,CO,80211,Live venue operator or promoter
" $142,749 ",Chloe Magnusson - SVOG,PO BOX 24593 ,Denver,CO,80205,Live venue operator or promoter
" $403,647 ","Cinema of Hampden, LLC - SVOG",7400 E. Hampden Ave Suite V,Denver,CO,80231,Motion picture theater operator
" $10,000,000 ",City and County of Denver - SVOG,1345 Champa St ,Denver,CO,80204,Live venue operator or promoter
" $55,332 ",CMDance - SVOG,6445 E. Ohio Ave #150,Denver,CO,80224,Live performing arts organization operator
" $2,915,796 ",Colorado Ballet Company - SVOG,1075 Santa Fe Drive ,Denver,CO,80204,Live performing arts organization operator
" $363,585 ","Colorado Children's Chorale, The - SVOG","2420 W. 26th Ave., Suite 350-D ",Denver,CO,80211,Live performing arts organization operator
" $138,846 ",Colorado Event Agency LLC - SVOG,3178 Dayton Ct ,Denver,CO,80231,Live venue operator or promoter
" $1,362,259 ",Colorado Symphony Association - SVOG,1000 14th St. No. 15 ,Denver,CO,80202,Live performing arts organization operator
" $922,453 ","Comedy Works Entertainment, LLC - SVOG",1163 S. Cherokee Street ,Denver,CO,80223,Live venue operator or promoter
" $2,102,694 ","Comedy Works, INC - SVOG",1226 15th Street ,Denver,CO,80202,Live venue operator or promoter
" $3,749,180 ",COYOTE COMMUNICATIONS INC / GRIZZLY ROSE - SVOG,5450 N VALLEY HWY ,Denver,CO,80216,Live venue operator or promoter
" $97,941 ",Curious Theatre Company - SVOG,1080 Acoma St ,Denver,CO,80204,Live performing arts organization operator
" $938,404 ","DazzleJazz, Inc. - SVOG",1512 Curtis St ,Denver,CO,80202,Live venue operator or promoter
" $5,433,642 ","Denver Botanic Gardens, Inc. - SVOG",909 York St ,Denver,CO,80206,Museum Operator
" $10,000,000 ",Denver Center for the Performing Arts - SVOG,1101 13th Street ,Denver,CO,80204,Live performing arts organization operator
" $1,601,942 ",Denver Film Society - SVOG,1510 York Street Suite 300,Denver,CO,80206,Motion picture theater operator
" $36,518 ","Denver Rail Heritage Society, Inc. - SVOG",PO Box 1348 ,Denver,CO,80201,Museum Operator
" $7,734,159 ","Denver Zoological Foundation, Inc. - SVOG",2300 N Steele St ,Denver,CO,80205,Museum Operator
" $28,707 ",Erwin Schemankewitz - SVOG,1231 S Zuni St ,Denver,CO,80223,Talent representative
" $36,547 ",Firehouse Theater Company - SVOG,7653 E. 1st Place ,Denver,CO,80230,Theatrical producer
" $108,007 ",Friends of Chamber Music - SVOG,458 Grape Street,Denver,CO,80220,Live performing arts organization operator
" $366,621 ",Friends of Levitt Pavilion Denver - SVOG,1380 W Florida Ave ,Denver,CO,80223,Live performing arts organization operator
" $218,105 ","Give 5 Productions, Inc. - SVOG",8801 E. HAMPTON AVE SUITE 204,Denver,CO,80231,Theatrical producer
" $119,326 ","Happy Sad Cake, LLC - SVOG",3965 Xavier St.,Denver,CO,80212,Live performing arts organization operator
" $97,369 ",HATCHERY 17 LLC - SVOG,1724 Vine St ,Denver,CO,80206,Talent representative
" $387,087 ","Hi-Dive Denver, Inc - SVOG",7 S Broadway ,Denver,CO,80209,Live venue operator or promoter
" $136,225 ",Higher Power Entertainment - SVOG,7820 E 29th ave ,Denver,CO,80238,Live venue operator or promoter
" $575,272 ",Horns Up LLC - SVOG,1477 Tennyson St. ,Denver,CO,80204,Live venue operator or promoter
" $364,520 ",Industria SV LLC - SVOG,3242 E. Colfax Ave ,Denver,CO,80206,Live venue operator or promoter
" $25,859 ",Inside the Orchestra - SVOG,PO Box 17187 ,Denver,CO,80217,Live performing arts organization operator
" $72,756 ",Itchy-O LLC - SVOG,1276 W Center Ave ,Denver,CO,80223,Live performing arts organization operator
" $1,032,891 ","Janus Entertainment Group, Inc. - SVOG",1551 Krameria St ,Denver,CO,80220,Live venue operator or promoter
" $218,136 ",Kevin Larson Presents - SVOG,106 South University Blvd Unit 1,Denver,CO,80209,Live venue operator or promoter
" $36,664 ","Knew Conscious Collective, Inc. - SVOG",2350 Lawrence Street,Denver,CO,80205,Live venue operator or promoter
" $484,286 ",Larimer Lounge LLC - SVOG,2721 Larimer Street ,Denver,CO,80205,Live venue operator or promoter
" $179,243 ",Mizel Arts and Culture Center - SVOG,350 S Dahlia St ,Denver,CO,80246,Live performing arts organization operator
" $129,331 ","New Dance Theatre, Inc. - SVOG",119 Park Avenue West ,Denver,CO,80205,Live performing arts organization operator
" $73,539 ","Nobody In Particular Presents, Inc - SVOG",5590 E. Yale Ave,Denver,CO,80222,Live venue operator or promoter
" $88,068 ",Phamaly Theatre Company - SVOG,3532 Franklin Street Suite T2,Denver,CO,80205,Live performing arts organization operator
" $135,652 ",Pitch Black Management LLC - SVOG,1038 Bannock St Suite B,Denver,CO,80204,Talent representative
" $2,406,734 ","QTB, LLC - SVOG",2637 Welton St. ,Denver,CO,80205,Live venue operator or promoter
" $160,123 ",Red Underground - SVOG,4230 Knox Court ,Denver,CO,80211,Talent representative
" $11,754 ",Rhinoceropolis LLC - SVOG,3553 Brighton Blvd ,Denver,CO,80216,Live venue operator or promoter
" $430,003 ",Rino Global Ventures LLC - SVOG,4483 LOGAN ST,Denver,CO,80205,Live venue operator or promoter
" $1,661,950 ","RMC HOLDINGS, LLC - SVOG",1160 Lincoln St,Denver,CO,80203,Live venue operator or promoter
" $129,025 ",Rocky Mountain Arts Association - SVOG,700 Colorado Blvd. STE 325,Denver,CO,80206,Live performing arts organization operator
" $105,308 ",Roxy Denver LLC - SVOG,554 S. Broadway ,Denver,CO,80209,Live venue operator or promoter
" $596,761 ",SeriesFest - SVOG,1550 Wewatta Street Suite 820,Denver,CO,80202,Live venue operator or promoter
" $470,436 ",Stanzi LLC - SVOG,99 W. 9th Ave ,Denver,CO,80204,Live venue operator or promoter
" $25,570 ",Sunnyside Music Festival - SVOG,3845 Tennyson Street Unit 185,Denver,CO,80212,Live performing arts organization operator
" $2,175,336 ",Swallow Hill Music Association - SVOG,71 E Yale Ave,Denver,CO,80210,Live venue operator or promoter
" $7,039 ",Swiecz LLC - SVOG,1160 S Garfield St ,Denver,CO,80210,Talent representative
" $244,991 ",Talking Muffin Productions LLC - SVOG,1260 22nd St ,Denver,CO,80205,Live venue operator or promoter
" $85,903 ",Tbs Holdings LLC - SVOG,753 Kalamath ,Denver,CO,80204,Live venue operator or promoter
" $1,795,705 ",Team VI Management LLC - SVOG,"555 17TH STREET, SUITE 2400",Denver,CO,80202,Talent representative
" $577,991 ",The Black Box - SVOG,314 e 13th ave ,Denver,CO,80203,Live venue operator or promoter
" $1,682,586 ","The Children's Museum of Denver, Inc. - SVOG",2121 Children's Museum Dr ,Denver,CO,80211,Museum Operator
" $129,940 ","The Denver Brass, Inc. - SVOG",2253 North Downing Street ,Denver,CO,80205,Live performing arts organization operator
" $292,046 ",The Event Group LLC - SVOG,624 East 18th St. #2 ,Denver,CO,80203,Talent representative
" $2,125,701 ",The Factory at Walnut LLC - SVOG,3535 Larimer Street ,Denver,CO,80205,Live venue operator or promoter
" $100,502 ",The Roxy Theatre - SVOG,2549 Welton St,Denver,CO,80205,Live venue operator or promoter
" $340,000 ",Two Parts Music LLC - SVOG,2400 Curtis ST Studio 6,Denver,CO,80205,Live venue operator or promoter
" $88,552 ",Visionbox Studio (Theatre) - SVOG,7108 E. Lowry Blvd. #2114 ,Denver,CO,80230,Live performing arts organization operator
" $940,000 ",Wings Over the Rockies Air and Space Museum - SVOG,7711 East Academy Boulevard ,Denver,CO,80230,Museum Operator
" $298,305 ",Community Concert Hall at Fort Lewis College - SVOG,1000 Rim Drive Fort Lewis College,Durango,CO,81301,Live venue operator or promoter
" $99,465 ",Durango Arts Center Inc. - SVOG,802 E 2nd Ave ,Durango,CO,81301,Live performing arts organization operator
" $81,242 ","Music in the Mountains, Inc. - SVOG",515 East College Drive ,Durango,CO,81301,Live performing arts organization operator
" $45,517 ",San Juan Symphony - SVOG,PO Box 1073 528C Main Avenue,Durango,CO,81302,Live performing arts organization operator
" $89,836 ",The Powerhouse - SVOG,1333 Camino del Rio ,Durango,CO,81301,Museum Operator
" $725,017 ","Bill Bass Concerts, Inc. - SVOG",PO Box 868 ,Eastlake,CO,80614,Live venue operator or promoter
" $8,619 ",Sean MacAskill - SVOG,2419 Marshall St.,Edgewater,CO,80214,Talent representative
" $416,630 ",Moudy Productions LLC - SVOG,78 old county lane ,Edwards,co,81632,Talent representative
" $647,268 ",Riverwalk Development LLC - SVOG,PO Box 5010 ,Edwards,CO,81632,Motion picture theater operator
" $67,493 ",Ron Stone Inc - SVOG,288 Edwards Village Blvd #12E ,Edwards,CO,81632,Talent representative
" $1,105,151 ",Museum of Outdoor Arts - SVOG,1000 Englewood Parkway,Englewood,CO,80110,Museum Operator
" $403,304 ",Opera Colorado - SVOG,4121 S Navajo Street Ste. 100 ,Englewood,CO,80110,Live performing arts organization operator
" $302,698 ",Longs Peak Scottish Irish Highland Festival - SVOG,251 W Elkhorn ,Estes Park,CO,80517,Live venue operator or promoter
